;Version, 1, 0
;S11 dB20
;X, Y
;Re, Re
;freq, S-Param
;Hz, dB
2000000000,-5.32853186637661
2001953125,-5.356727472470018
2003906250,-5.385097077831452
2005859375,-5.413642015184229
2007812500,-5.442363631244785
2009765625,-5.471263286971377
2011718750,-5.500342357692189
2013671875,-5.529602233437983
2015625000,-5.559044319086349
2017578125,-5.588670034556172
2019531250,-5.618480815256538
2021484375,-5.648478112053699
2023437500,-5.678663391732846
2025390625,-5.709038137083335
2027343750,-5.739603847358632
2029296875,-5.770362038287975
2031250000,-5.801314242620003
2033203125,-5.832462010116078
2035156250,-5.863806908099749
2037109375,-5.895350521551545
2039062500,-5.927094453467609
2041015625,-5.959040325234243
2042968750,-5.991189776759633
2044921875,-6.023544466920837
2046875000,-6.056106073972734
2048828125,-6.088876295549586
2050781250,-6.121856849435092
2052734375,-6.155049473472845
2054687500,-6.188455926254699
2056640625,-6.222077987308362
2058593750,-6.255917457505738
2060546875,-6.2899761594316
2062500000,-6.32425593777903
2064453125,-6.358758659723577
2066406250,-6.393486215346766
2068359375,-6.428440518045138
2070312500,-6.463623504868439
2072265625,-6.499037137147338
2074218750,-6.534683400722601
2076171875,-6.57056430648592
2078125000,-6.606681890910272
2080078125,-6.643038216358232
2082031250,-6.679635371763663
2083984375,-6.716475472920154
2085937500,-6.753560663201293
2087890625,-6.790893113876333
2089843750,-6.828475024822169
2091796875,-6.866308624961293
2093750000,-6.904396172881802
2095703125,-6.942739957287744
2097656250,-6.981342297833088
2099609375,-7.020205545502104
2101562500,-7.059332083228183
2103515625,-7.09872432678325
2105468750,-7.138384725022046
2107421875,-7.17831576103962
2109375000,-7.218519952415092
2111328125,-7.258999852149116
2113281250,-7.299758049307815
2115234375,-7.340797169846045
2117187500,-7.382119877311116
2119140625,-7.423728873604034
2121093750,-7.465626899685734
2123046875,-7.50781673674921
2125000000,-7.550301206692498
2126953125,-7.593083173154007
2128906250,-7.63616554239416
2130859375,-7.679551264193346
2132812500,-7.723243332836334
2134765625,-7.767244787963663
2136718750,-7.811558715706988
2138671875,-7.856188249738063
2140625000,-7.901136572110525
2142578125,-7.946406914622779
2144531250,-7.992002559722073
2146484375,-8.037926841595215
2148437500,-8.084183147789656
2150390625,-8.130774919844967
2152343750,-8.177705655004765
2154296875,-8.224978907180949
2156250000,-8.272598288545932
2158203125,-8.320567470786443
2160156250,-8.36889018637104
2162109375,-8.417570230408881
2164062500,-8.46661146164141
2166015625,-8.516017804345816
2167968750,-8.565793249952486
2169921875,-8.615941858295532
2171875000,-8.66646775989096
2173828125,-8.717375157117797
2175781250,-8.768668326404095
2177734375,-8.820351620075787
2179687500,-8.872429468039037
2181640625,-8.924906380092519
2183593750,-8.977786947720237
2185546875,-9.031075846328845
2187500000,-9.084777837546516
2189453125,-9.138897771376195
2191406250,-9.193440588537996
2193359375,-9.248411323199196
2195312500,-9.303815104810345
2197265625,-9.359657161625831
2199218750,-9.415942822733196
2201171875,-9.472677521137655
2203125000,-9.529866796612259
2205078125,-9.587516298718416
2207031250,-9.645631789942149
2208984375,-9.704219148855358
2210937500,-9.76328437371588
2212890625,-9.822833585629535
2214843750,-9.882873032344113
2216796875,-9.943409092148034
2218750000,-10.00444827737957
2220703125,-10.06599723917578
2222656250,-10.12806277073057
2224609375,-10.1906518126084
2226562500,-10.25377145680848
2228515625,-10.31742895166079
2230468750,-10.38163170680549
2232421875,-10.4463872981358
