;Version, 1, 0
;v /net2\; ac dB20(V)
;X, Y
;Re, Re
;freq, V
;Hz, dB
2000000000,17.34435001065315
2001953125,17.38929950681944
2003906250,17.43435861312122
2005859375,17.47952819183898
2007812500,17.52480911466852
2009765625,17.57020226256357
2011718750,17.61570852549197
2013671875,17.66132880309166
2015625000,17.70706400480974
2017578125,17.75291504843799
2019531250,17.79888286332753
2021484375,17.84496838690763
2023437500,17.89117256774146
2025390625,17.93749636256909
2027343750,17.98394074030293
2029296875,18.03050667785107
2031250000,18.07719516429842
2033203125,18.12400719650684
2035156250,18.1709437836752
2037109375,18.21800594420048
2039062500,18.2651947072824
2041015625,18.31251111276087
2042968750,18.35995621031293
2044921875,18.40753106034273
2046875000,18.45523673502226
2048828125,18.50307431535626
2050781250,18.55104489492362
2052734375,18.59914957673108
2054687500,18.64738947499876
2056640625,18.69576571514803
2058593750,18.74427943329384
2060546875,18.79293177642946
2062500000,18.84172390246288
2064453125,18.89065698057691
2066406250,18.93973219004553
2068359375,18.98895072292169
2070312500,19.03831378017364
2072265625,19.08782257569028
2074218750,19.13747833311026
2076171875,19.18728228734984
2078125000,19.23723568476076
2080078125,19.28733978219053
2082031250,19.33759584800438
2083984375,19.38800516024245
2085937500,19.43856900938091
2087890625,19.489288695286
2089843750,19.54016552942462
2091796875,19.59120083331615
2093750000,19.64239593978361
2095703125,19.69375219089408
2097656250,19.74527094014866
2099609375,19.79695355093077
2101562500,19.84880139609625
2103515625,19.90081585931723
2105468750,19.95299833301375
2107421875,20.00535021974918
2109375000,20.05787293179601
2111328125,20.11056788953612
2113281250,20.16343652300802
2115234375,20.21648027048465
2117187500,20.26970057888443
2119140625,20.32309890324896
2121093750,20.37667670494645
2123046875,20.43043545497773
2125000000,20.4843766299632
2126953125,20.53850171313215
2128906250,20.5928121943953
2130859375,20.64730956916826
2132812500,20.70199533823882
2134765625,20.75687100638811
2136718750,20.81193808348154
2138671875,20.86719808289745
2140625000,20.92265252048826
2142578125,20.97830291463325
2144531250,21.03415078569208
2146484375,21.09019765367083
2148437500,21.14644504093594
2150390625,21.20289446648948
2152343750,21.25954744927338
2154296875,21.31640550512449
2156250000,21.37347014613627
2158203125,21.43074288053685
2160156250,21.48822520970601
2162109375,21.5459186285732
2164062500,21.60382462415181
2166015625,21.66194467348687
2167968750,21.72028024323021
2169921875,21.77883278649269
2171875000,21.83760374413383
2173828125,21.8965945401843
2175781250,21.95580658127346
2177734375,22.01524125669178
2179687500,22.07489993203898
2181640625,22.13478395244595
2183593750,22.19489463619956
2185546875,22.25523327412769
2187500000,22.31580112809488
2189453125,22.37659942746135
2191406250,22.43762936624681
2193359375,22.49889210226336
2195312500,22.5603887499
2197265625,22.62212038240255
2199218750,22.68408802519883
2201171875,22.74629265389494
2203125000,22.8087351897538
2205078125,22.87141649712281
2207031250,22.93433737808215
2208984375,22.9974985700753
2210937500,23.06090073999193
2212890625,23.12454448078556
2214843750,23.18843030467638
2216796875,23.25255864231475
2218750000,23.31692983213809
2220703125,23.38154411900375
2222656250,23.44640164571967
2224609375,23.51150244901209
2226562500,23.57684645212731
2228515625,23.64243345767438
2230468750,23.70826314177907
2232421875,23.77433504502475
2234375000,23.84064856615456
2236328125,23.90720295423996
2238281250,23.97399729881352
2240234375,24.04103052220218
2242187500,24.10830136801845
2244140625,24.17580839534182
2246093750,24.2435499652123
2248046875,24.3115242315876
2250000000,24.37972912765509
2251953125,24.44816235960085
2253906250,24.51682138898922
2255859375,24.58570342176781
2257812500,24.65480539628727
2259765625,24.72412396919385
2261718750,24.79365549764368
2263671875,24.86339603113159
2265625000,24.93334128784007
2267578125,25.00348664462279
2269531250,25.07382711599757
2271484375,25.14435734008839
2273437500,25.21507155668597
2275390625,25.28596358909572
2277343750,25.35702682702369
2279296875,25.42825420333682
2281250000,25.49963817235704
2283203125,25.57117069236183
2285156250,25.64284319506971
2287109375,25.71464656927368
2289062500,25.78657113523414
